SNO,Protein A,Protein B,UniProtID A,UniProtID B,PDB ID A,PDB ID B
481,MRPS2,RPS9,Q9Y399,P46781,"3J9M, 6NU2, 6NU3, 6RW4, 6RW5, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5I, 7A5K, 7L08, 7OG4, 7P2E, 7PNX, 7PNY, 7PNZ, 7PO0, 7PO1, 7PO2, 7PO3, 7QI4, 7QI5, 7QI6, 8ANY, 8CSP, 8CSQ, 8CSR, 8CSS, 8CST, 8CSU, 8K2A, 8OIR, 8OIS, 8QRK, 8QRL, 8QRM, 8QRN, 8XT0, 8XT2","4UG0, 4V6X, 5A2Q, 5AJ0, 5FLX, 5LKS, 5OA3, 5T2C, 5VYC, 6FEC, 6G18, 6G4S, 6G4W, 6G51, 6G53, 6G5H, 6G5I, 6IP5, 6IP6, 6IP8, 6OLE, 6OLF, 6OLG, 6OLI, 6OLZ, 6OM0, 6OM7, 6QZP, 6XA1, 6Y0G, 6Y2L, 6Y57, 6YBW, 6Z6L, 6Z6M, 6Z6N, 6ZLW, 6ZM7, 6ZME, 6ZMI, 6ZMO, 6ZMT, 6ZMW, 6ZN5, 6ZOJ, 6ZOK, 6ZON, 6ZP4, 6ZUO, 6ZV6, 6ZVH, 6ZVJ, 6ZXD, 6ZXE, 6ZXF, 6ZXG, 6ZXH, 7A09, 7K5I, 7MQ8, 7MQ9, 7MQA, 7QP6, 7QP7, 7R4X, 7TQL, 7WTS, 7WTT, 7WTU, 7WTV, 7WTW, 7WTX, 7WTZ, 7WU0, 7XNX, 7XNY, 8G5Y, 8G5Z, 8G60, 8G61, 8G6J, 8GLP, 8IFD, 8IFE, 8JDJ, 8JDK, 8JDL, 8JDM, 8K2C, 8OZ0, 8PJ1, 8PJ2, 8PJ3, 8PJ4, 8PJ5, 8PJ6, 8PPK, 8PPL, 8QOI, 8T4S, 8UKB, 8XP2, 8XP3, 8XSX, 8XSY, 8XSZ, 8XXL, 8XXM, 8XXN, 8Y0W, 8Y0X, 8YOO, 8YOP, 8ZDB, 8ZDC, 8ZDD, 9BKD, 9BLN, 9C3H, 9G8M, 9G8O"
482,UBC,PSMD12,P0CG48,O00232,"1C3T, 1CMX, 1D3Z, 1F9J, 1FXT, 1G6J, 1GJZ, 1NBF, 1OGW, 1Q5W, 1S1Q, 1SIF, 1TBE, 1UBI, 1UBQ, 1UD7, 1XD3, 1XQQ, 1YX5, 1YX6, 1ZGU, 2AYO, 2BGF, 2DEN, 2FUH, 2G45, 2GBJ, 2GBK, 2GBM, 2GBN, 2GBR, 2GMI, 2HTH, 2IBI, 2J7Q, 2JF5, 2JRI, 2JY6, 2JZZ, 2K25, 2K6D, 2K8B, 2K8C, 2KDF, 2KJH, 2KLG, 2KN5, 2KX0, 2L3Z, 2LD9, 2LVO, 2LVP, 2LVQ, 2LZ6, 2MBO, 2MBQ, 2MCN, 2MI8, 2MJ5, 2MOR, 2MRE, 2MWS, 2N2K, 2NR2, 2O6V, 2OJR, 2PE9, 2PEA, 2RR9, 2RU6, 2W9N, 2WDT, 2XEW, 2Z59, 2ZCB, 2ZVN, 2ZVO, 3A33, 3ALB, 3AUL, 3B08, 3B0A, 3BY4, 3C0R, 3DVG, 3DVN, 3EEC, 3EFU, 3EHV, 3H7P, 3H7S, 3HM3, 3IFW, 3IHP, 3JSV, 3JVZ, 3JW0, 3K9O, 3K9P, 3KVF, 3KW5, 3LDZ, 3MHS, 3MTN, 3N30, 3N32, 3N3K, 3NS8, 3O65, 3OFI, 3OJ4, 3ONS, 3PT2, 3PTF, 3Q3F, 3RUL, 3TMP, 3U30, 3UGB, 3V6C, 3V6E, 3VFK, 3VUW, 3VUX, 3VUY, 3WXE, 3WXF, 3ZNI, 3ZNZ, 4AP4, 4AUQ, 4BOS, 4BOZ, 4BVU, 4DDG, 4DDI, 4DHJ, 4DHZ, 4FJV, 4HK2, 4HXD, 4I6L, 4I6N, 4IG7, 4IUM, 4JQW, 4K1R, 4K7S, 4K7U, 4K7W, 4KSK, 4KSL, 4LCD, 4LDT, 4MDK, 4MM3, 4MSM, 4MSQ, 4NQK, 4UN2, 4V3K, 4V3L, 4XOK, 4XOL, 4ZQS, 5AF4, 5AF5, 5AF6, 5AIU, 5B83, 5C7J, 5C7M, 5E6J, 5H07, 5NL4, 5NLF, 5NLI, 5NMC, 5OE7, 5OHV, 5OXH, 5OXI, 5UDH, 5WQ4, 5ZQ3, 5ZQ4, 5ZQ5, 5ZQ6, 5ZQ7, 6A43, 6A44, 6AQR, 6B7M, 6B7O, 6EQI, 6K2U, 6KBE, 6N13, 6N6R, 6NQA, 6NXK, 6OI4, 6P5B, 6Q00, 6QML, 6RYA, 6S53, 6SQR, 6T7F, 6T9L, 6TNF, 6TTU, 6TUV, 6TXB, 6ULH, 6UMP, 6UMS, 6UPU, 6V5D, 6VAE, 6VAF, 6VEN, 6W9D, 6W9R, 6W9S, 6WJD, 6WKR, 6WTG, 6YPT, 6Z7V, 7B5L, 7B5M, 7B5N, 7BBD, 7BBF, 7BXG, 7EAL, 7EAO, 7EB9, 7JXV, 7K6P, 7K6Q, 7KEO, 7M4M, 7M4N, 7M4O, 7MEX, 7MIC, 7MYF, 7NPI, 7OWD, 7R70, 7R71, 7TV4, 7UV5, 7UYH, 7YUI, 7ZJ3, 8A9J, 8A9K, 8ADB, 8AMS, 8B3G, 8B3I, 8E7O, 8EAZ, 8EB0, 8FTQ, 8JRT, 8JTI, 8K6I, 8OFF, 8PJN, 8PMQ, 8PQL, 8Q7R, 8R5H, 8RX0, 8SSI, 8ST7, 8ST8, 8ST9, 8SVF, 8T48, 8U5H, 9D1I, 9D1Y, 9D1Z, 9D8P, 9DBY, 9DDE, 9DG3, 9EGV, 9EGW, 9FCI, 9FCJ, 9FJ3, 9FJ4","5GJQ, 5GJR, 5L4K, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q"
483,RNF31,TRAF2,Q96EP0,Q12933,"2CT7, 4DBG, 4JUY, 4LJO, 4LJP, 4LJQ, 4OWF, 4OYJ, 4OYK, 4P09, 4P0A, 4P0B, 5EDV, 5LJN, 5X0W, 6GZY, 6KC5, 6KC6, 6SC5, 6SC6, 6SC7, 6SC8, 6SC9, 7TV4, 7UY2, 7UYJ, 7UYK, 7V8F, 7V8G, 8Z30, 8Z36, 9AZJ, 9B0B, 9B0Z, 9B12","1CA4, 1CA9, 1CZY, 1CZZ, 1D00, 1D01, 1D0A, 1D0J, 1F3V, 1QSC, 3KNV, 3M06, 3M0A, 3M0D, 8T5Q"
484,UBB,HDAC6,P0CG47,Q9UBN7,"2KHW, 2KWU, 2KWV, 2MBB, 2MRO, 2MSG, 2N13, 2Y5B, 3OJ3, 3PHD, 3ZLZ, 3ZNH, 4UEL, 4UF6, 4WHV, 4WLR, 4WUR, 4WZP, 4XOF, 4ZFR, 4ZFT, 4ZPZ, 4ZUX, 5BNB, 5CAW, 5CRA, 5CVM, 5CVN, 5CVO, 5D0K, 5D0M, 5DFL, 5DK8, 5E6J, 5EDV, 5EMZ, 5EYA, 5GJQ, 5GO7, 5GO8, 5GOB, 5GOC, 5GOD, 5GOG, 5GOH, 5GOI, 5GOJ, 5GOK, 5H7S, 5IBK, 5IFR, 5JG6, 5JP3, 5JTJ, 5JTV, 5K9P, 5KGF, 5KHY, 5KYC, 5KYD, 5KYE, 5KYF, 5L8H, 5L8W, 5L9T, 5LN1, 5LRV, 5LRW, 5LRX, 5M93, 5MNJ, 5N2W, 5N38, 5NL5, 5NLJ, 5NVG, 5O44, 5O6T, 5OHK, 5OHL, 5OHN, 5OHP, 5TOF, 5TOG, 5TUT, 5TXK, 5UJL, 5UJN, 5ULF, 5ULH, 5ULK, 5V1Y, 5V1Z, 5VEY, 5VF0, 5VNZ, 5VO0, 5VZM, 5VZW, 5W46, 5WFI, 5X3M, 5X3N, 5X3O, 5XBO, 5XDP, 5XK4, 5XK5, 5XPK, 5YDR, 5YIJ, 5YIK, 5YMY, 5YT6, 5ZBU, 5ZD0, 6A6I, 6ASR, 6BVA, 6BYH, 6C16, 6CP2, 6DGF, 6EI1, 6FDK, 6FGE, 6FTX, 6FX4, 6FYH, 6GLC, 6GZS, 6H4H, 6HEI, 6HEK, 6HPR, 6IF1, 6ISU, 6JB6, 6JB7, 6JMA, 6K4I, 6K9P, 6KOW, 6KOX, 6LP2, 6MSB, 6MSD, 6MSE, 6MSG, 6N13, 6NJ9, 6O96, 6OAM, 6OQ1, 6OQ2, 6PGV, 6PZV, 6QF8, 6QK9, 6QML, 6TBM, 6UD0, 6UH5, 6UYI, 6UYJ, 6XAA, 6XQC, 6XZ1, 7AHZ, 7AI0, 7AI1, 7AY2, 7BBD, 7BU0, 7CAP, 7DNI, 7DNJ, 7E8I, 7F7X, 7JMS, 7LYC, 7M2K, 7MC9, 7MEY, 7MYF, 7MYH, 7NBB, 7NPO, 7OJE, 7OJX, 7QO4, 7QO5, 7RBR, 7RMA, 7S6O, 7UD5, 7US1, 7UV5, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 7W3U, 7W54, 7XCR, 7XCT, 7YQK, 8A67, 8BS9, 8C07, 8C61, 8CMR, 8DMQ, 8DMS, 8DU4, 8EFW, 8EFX, 8EHO, 8F1F, 8G6G, 8G6H, 8G6Q, 8G6S, 8GRM, 8H1T, 8HQY, 8IC9, 8ITP, 8J1P, 8K0G, 8K6F, 8K6R, 8K6V, 8OYP, 8PP6, 8Q00, 8RQI, 8SN3, 8SN4, 8SN5, 8SN6, 8SN7, 8SN8, 8SN9, 8SNA, 8T2D, 8TXV, 8TXW, 8TXX, 8V25, 8V26, 8V27, 8V28, 8W31, 8WG5, 8XEP, 9AVT, 9AVW, 9AZJ, 9B0Z, 9B12, 9C5E, 9EBS, 9EMK, 9HNW","3C5K, 3GV4, 3PHD, 5B8D, 5EDU, 5KH3, 5KH7, 5KH9, 5WBN, 5WPB, 6CE6, 6CE8, 6CEA, 6CEC, 6CED, 6CEE, 6CEF, 7ZYU, 8G43, 8G44, 8G45"
485,LRP8,VLDLR,Q14114,P98155,"3A7Q, 5B4X, 5B4Y, 7UCX","1V9U, 3DPR, 6BYV, 8IHP, 8UA4, 8UA8, 8UFB, 8UFC, 8X0K, 8X0L, 8X0M, 8XI4, 8XI5, 8YS2, 8YS4, 8YVZ, 8YW0, 8YW1, 8YW2"
486,ALYREF,U2AF2,Q86V81,P26368,"3ULH, 7ZNJ, 7ZNK","1JMT, 1O0P, 1OPI, 1U2F, 2G4B, 2HZC, 2M0G, 2U2F, 2YH0, 2YH1, 3VAF, 3VAG, 3VAH, 3VAI, 3VAJ, 3VAK, 3VAL, 3VAM, 4FXW, 4TU7, 4TU8, 4TU9, 5EV1, 5EV2, 5EV3, 5EV4, 5W0G, 5W0H, 6TR0, 6XLV, 6XLW, 6XLX, 7S3A, 7S3B, 7S3C, 7SN6, 8P25, 9C7A, 9C7B, 9DWU"
487,HNRNPDL,PTBP1,O14979,P26599,7ZIR,"1QM9, 1SJQ, 1SJR, 2AD9, 2ADB, 2ADC, 2EVZ, 2N3O, 3ZZY, 3ZZZ, 8BGF, 8BWF"
488,UBC,PSMD11,P0CG48,O00231,"1C3T, 1CMX, 1D3Z, 1F9J, 1FXT, 1G6J, 1GJZ, 1NBF, 1OGW, 1Q5W, 1S1Q, 1SIF, 1TBE, 1UBI, 1UBQ, 1UD7, 1XD3, 1XQQ, 1YX5, 1YX6, 1ZGU, 2AYO, 2BGF, 2DEN, 2FUH, 2G45, 2GBJ, 2GBK, 2GBM, 2GBN, 2GBR, 2GMI, 2HTH, 2IBI, 2J7Q, 2JF5, 2JRI, 2JY6, 2JZZ, 2K25, 2K6D, 2K8B, 2K8C, 2KDF, 2KJH, 2KLG, 2KN5, 2KX0, 2L3Z, 2LD9, 2LVO, 2LVP, 2LVQ, 2LZ6, 2MBO, 2MBQ, 2MCN, 2MI8, 2MJ5, 2MOR, 2MRE, 2MWS, 2N2K, 2NR2, 2O6V, 2OJR, 2PE9, 2PEA, 2RR9, 2RU6, 2W9N, 2WDT, 2XEW, 2Z59, 2ZCB, 2ZVN, 2ZVO, 3A33, 3ALB, 3AUL, 3B08, 3B0A, 3BY4, 3C0R, 3DVG, 3DVN, 3EEC, 3EFU, 3EHV, 3H7P, 3H7S, 3HM3, 3IFW, 3IHP, 3JSV, 3JVZ, 3JW0, 3K9O, 3K9P, 3KVF, 3KW5, 3LDZ, 3MHS, 3MTN, 3N30, 3N32, 3N3K, 3NS8, 3O65, 3OFI, 3OJ4, 3ONS, 3PT2, 3PTF, 3Q3F, 3RUL, 3TMP, 3U30, 3UGB, 3V6C, 3V6E, 3VFK, 3VUW, 3VUX, 3VUY, 3WXE, 3WXF, 3ZNI, 3ZNZ, 4AP4, 4AUQ, 4BOS, 4BOZ, 4BVU, 4DDG, 4DDI, 4DHJ, 4DHZ, 4FJV, 4HK2, 4HXD, 4I6L, 4I6N, 4IG7, 4IUM, 4JQW, 4K1R, 4K7S, 4K7U, 4K7W, 4KSK, 4KSL, 4LCD, 4LDT, 4MDK, 4MM3, 4MSM, 4MSQ, 4NQK, 4UN2, 4V3K, 4V3L, 4XOK, 4XOL, 4ZQS, 5AF4, 5AF5, 5AF6, 5AIU, 5B83, 5C7J, 5C7M, 5E6J, 5H07, 5NL4, 5NLF, 5NLI, 5NMC, 5OE7, 5OHV, 5OXH, 5OXI, 5UDH, 5WQ4, 5ZQ3, 5ZQ4, 5ZQ5, 5ZQ6, 5ZQ7, 6A43, 6A44, 6AQR, 6B7M, 6B7O, 6EQI, 6K2U, 6KBE, 6N13, 6N6R, 6NQA, 6NXK, 6OI4, 6P5B, 6Q00, 6QML, 6RYA, 6S53, 6SQR, 6T7F, 6T9L, 6TNF, 6TTU, 6TUV, 6TXB, 6ULH, 6UMP, 6UMS, 6UPU, 6V5D, 6VAE, 6VAF, 6VEN, 6W9D, 6W9R, 6W9S, 6WJD, 6WKR, 6WTG, 6YPT, 6Z7V, 7B5L, 7B5M, 7B5N, 7BBD, 7BBF, 7BXG, 7EAL, 7EAO, 7EB9, 7JXV, 7K6P, 7K6Q, 7KEO, 7M4M, 7M4N, 7M4O, 7MEX, 7MIC, 7MYF, 7NPI, 7OWD, 7R70, 7R71, 7TV4, 7UV5, 7UYH, 7YUI, 7ZJ3, 8A9J, 8A9K, 8ADB, 8AMS, 8B3G, 8B3I, 8E7O, 8EAZ, 8EB0, 8FTQ, 8JRT, 8JTI, 8K6I, 8OFF, 8PJN, 8PMQ, 8PQL, 8Q7R, 8R5H, 8RX0, 8SSI, 8ST7, 8ST8, 8ST9, 8SVF, 8T48, 8U5H, 9D1I, 9D1Y, 9D1Z, 9D8P, 9DBY, 9DDE, 9DG3, 9EGV, 9EGW, 9FCI, 9FCJ, 9FJ3, 9FJ4","5GJQ, 5GJR, 5L4K, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q"
489,TBK1,SMCR8,Q9WUN2,Q8TEV9,"4JL9, 4JLC, 6O8C","6LT0, 6V4U, 7EL6, 7MGE, 7O2W"
490,HNRNPA1,ILF3,P09651,Q9Z1X4,"1HA1, 1L3K, 1PGZ, 1PO6, 1U1K, 1U1L, 1U1M, 1U1N, 1U1O, 1U1P, 1U1Q, 1U1R, 1UP1, 2H4M, 2LYV, 2UP1, 4YOE, 5MPG, 5MPL, 5ZGD, 5ZGL, 6BXX, 6DCL, 6J60, 7BX7, 7ZJ2, 8IK7, 8IKB, 8IKP, 8IKS, 8RZV, 8X0N, 9F1S, 9F4D, 9F4G, 9F4H, 9F4J, 9F4K, 9F4L, 9F4N, 9F4O, 9F4P, 9F4Q, 9F4R, 9F4S, 9F4T, 9F4U, 9F4V, 9F4W, 9F4X, 9F4Y, 9F4Z, 9F50, 9F51, 9F52, 9F53, 9F54, 9F55, 9F5C, 9F5D, 9F5E, 9F5F, 9F5G, 9F5K, 9F7F, 9F7H, 9GEA, 9GPJ, 9HQ9, 9HQJ, 9HQL","4AT7, 4AT8, 4AT9, 4ATB, 5DV7"
491,KHDRBS1,U2AF2,Q07666,P26368,"2XA6, 3QHE, 7Z89, 7Z8A, 7Z9A, 7Z9B, 7ZAB, 7ZAC, 7ZAF, 7ZAM","1JMT, 1O0P, 1OPI, 1U2F, 2G4B, 2HZC, 2M0G, 2U2F, 2YH0, 2YH1, 3VAF, 3VAG, 3VAH, 3VAI, 3VAJ, 3VAK, 3VAL, 3VAM, 4FXW, 4TU7, 4TU8, 4TU9, 5EV1, 5EV2, 5EV3, 5EV4, 5W0G, 5W0H, 6TR0, 6XLV, 6XLW, 6XLX, 7S3A, 7S3B, 7S3C, 7SN6, 8P25, 9C7A, 9C7B, 9DWU"
492,CS,SUCLA2,A0A2P1GIW2,Q9P2R7,6RT8,6G4Q
493,MRPL43,RPS18,Q8N983,P62269,"3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3","4UG0, 4V6X, 5A2Q, 5AJ0, 5FLX, 5LKS, 5OA3, 5T2C, 5VYC, 6FEC, 6G18, 6G4S, 6G4W, 6G51, 6G53, 6G5H, 6G5I, 6IP5, 6IP6, 6IP8, 6OLE, 6OLF, 6OLG, 6OLI, 6OLZ, 6OM0, 6OM7, 6QZP, 6XA1, 6Y0G, 6Y2L, 6Y57, 6YBS, 6Z6L, 6Z6M, 6Z6N, 6ZLW, 6ZM7, 6ZME, 6ZMI, 6ZMO, 6ZMT, 6ZMW, 6ZN5, 6ZOJ, 6ZOL, 6ZON, 6ZP4, 6ZUO, 6ZV6, 6ZVH, 6ZVJ, 6ZXD, 6ZXE, 6ZXF, 6ZXG, 6ZXH, 7A09, 7K5I, 7QP6, 7QP7, 7R4X, 7TQL, 7WTT, 7WTU, 7WTV, 7WTW, 7WTX, 7WTZ, 7WU0, 7XNX, 7XNY, 8G5Y, 8G60, 8G61, 8G6J, 8GLP, 8IFD, 8IFE, 8JDJ, 8JDK, 8JDL, 8JDM, 8K2C, 8OZ0, 8PJ1, 8PJ2, 8PJ3, 8PJ4, 8PJ5, 8PJ6, 8PPK, 8PPL, 8QOI, 8T4S, 8UKB, 8XP2, 8XP3, 8XSX, 8XSY, 8XSZ, 8XXL, 8XXM, 8XXN, 8Y0W, 8Y0X, 8YOO, 8YOP, 8ZDB, 8ZDC, 8ZDD, 9BKD, 9BLN, 9C3H, 9G8M, 9G8O"
494,OPTN,UBB,Q8K3K8,P0CG47,5WQ4,"2KHW, 2KWU, 2KWV, 2MBB, 2MRO, 2MSG, 2N13, 2Y5B, 3OJ3, 3PHD, 3ZLZ, 3ZNH, 4UEL, 4UF6, 4WHV, 4WLR, 4WUR, 4WZP, 4XOF, 4ZFR, 4ZFT, 4ZPZ, 4ZUX, 5BNB, 5CAW, 5CRA, 5CVM, 5CVN, 5CVO, 5D0K, 5D0M, 5DFL, 5DK8, 5E6J, 5EDV, 5EMZ, 5EYA, 5GJQ, 5GO7, 5GO8, 5GOB, 5GOC, 5GOD, 5GOG, 5GOH, 5GOI, 5GOJ, 5GOK, 5H7S, 5IBK, 5IFR, 5JG6, 5JP3, 5JTJ, 5JTV, 5K9P, 5KGF, 5KHY, 5KYC, 5KYD, 5KYE, 5KYF, 5L8H, 5L8W, 5L9T, 5LN1, 5LRV, 5LRW, 5LRX, 5M93, 5MNJ, 5N2W, 5N38, 5NL5, 5NLJ, 5NVG, 5O44, 5O6T, 5OHK, 5OHL, 5OHN, 5OHP, 5TOF, 5TOG, 5TUT, 5TXK, 5UJL, 5UJN, 5ULF, 5ULH, 5ULK, 5V1Y, 5V1Z, 5VEY, 5VF0, 5VNZ, 5VO0, 5VZM, 5VZW, 5W46, 5WFI, 5X3M, 5X3N, 5X3O, 5XBO, 5XDP, 5XK4, 5XK5, 5XPK, 5YDR, 5YIJ, 5YIK, 5YMY, 5YT6, 5ZBU, 5ZD0, 6A6I, 6ASR, 6BVA, 6BYH, 6C16, 6CP2, 6DGF, 6EI1, 6FDK, 6FGE, 6FTX, 6FX4, 6FYH, 6GLC, 6GZS, 6H4H, 6HEI, 6HEK, 6HPR, 6IF1, 6ISU, 6JB6, 6JB7, 6JMA, 6K4I, 6K9P, 6KOW, 6KOX, 6LP2, 6MSB, 6MSD, 6MSE, 6MSG, 6N13, 6NJ9, 6O96, 6OAM, 6OQ1, 6OQ2, 6PGV, 6PZV, 6QF8, 6QK9, 6QML, 6TBM, 6UD0, 6UH5, 6UYI, 6UYJ, 6XAA, 6XQC, 6XZ1, 7AHZ, 7AI0, 7AI1, 7AY2, 7BBD, 7BU0, 7CAP, 7DNI, 7DNJ, 7E8I, 7F7X, 7JMS, 7LYC, 7M2K, 7MC9, 7MEY, 7MYF, 7MYH, 7NBB, 7NPO, 7OJE, 7OJX, 7QO4, 7QO5, 7RBR, 7RMA, 7S6O, 7UD5, 7US1, 7UV5, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 7W3U, 7W54, 7XCR, 7XCT, 7YQK, 8A67, 8BS9, 8C07, 8C61, 8CMR, 8DMQ, 8DMS, 8DU4, 8EFW, 8EFX, 8EHO, 8F1F, 8G6G, 8G6H, 8G6Q, 8G6S, 8GRM, 8H1T, 8HQY, 8IC9, 8ITP, 8J1P, 8K0G, 8OYP, 8PP6, 8Q00, 8RQI, 8SN3, 8SN4, 8SN5, 8SN6, 8SN7, 8SN8, 8SN9, 8SNA, 8T2D, 8TXV, 8TXW, 8TXX, 8V25, 8V26, 8V27, 8V28, 8W31, 8WG5, 8XEP, 9AVT, 9AVW, 9AZJ, 9B0Z, 9B12, 9C5E, 9EMK, 9HNW"
495,AZI2,CALCOCO2,Q9H6S1,Q13137,"5EP6, 5Z7G, 5Z7L, 7EA2, 7EA7","2MXP, 3VVV, 3VVW, 4GXL, 4HAN, 4XKL, 5AAQ, 5Z7A, 5Z7L, 7EAA"
496,HDAC6,RPS27A,Q9UBN7,P62979,"3C5K, 3GV4, 3PHD, 5B8D, 5EDU, 5KH3, 5KH7, 5KH9, 5WBN, 5WPB, 6CE6, 6CE8, 6CEA, 6CEC, 6CED, 6CEE, 6CEF, 7ZYU, 8G43, 8G44, 8G45","2KTF, 2L0F, 2L0T, 2XK5, 3AXC, 3NHE, 3NOB, 3PHW, 3TBL, 4R62, 4UG0, 4V6X, 5A2Q, 5AJ0, 5FLX, 5LKS, 5T2C, 5WVO, 5YDK, 6DC6, 6FEC, 6G18, 6G51, 6G53, 6G5H, 6G5I, 6IP5, 6IP6, 6IP8, 6J99, 6KFP, 6KG6, 6KIU, 6KIV, 6KIW, 6OLE, 6OLF, 6OLG, 6OLI, 6OLZ, 6OM0, 6OM7, 6QZP, 6SQO, 6SQR, 6SQS, 6XA1, 6Y0G, 6Y57, 6YBS, 6Z6L, 6Z6M, 6Z6N, 6ZLW, 6ZM7, 6ZME, 6ZMI, 6ZMO, 6ZMT, 6ZMW, 6ZN5, 6ZOJ, 6ZOL, 6ZON, 6ZP4, 6ZUO, 6ZV6, 6ZVH, 6ZVJ, 6ZXD, 6ZXE, 6ZXF, 6ZXG, 6ZXH, 7A09, 7BWD, 7F0N, 7JQB, 7JQC, 7K5I, 7MQ9, 7MQA, 7OOJ, 7QP6, 7QP7, 7R4X, 7TQL, 7WTT, 7WTU, 7WTV, 7WTW, 7WTX, 7WTZ, 7WU0, 7XNY, 8G5Y, 8G60, 8G61, 8G6J, 8GLP, 8HTC, 8HTF, 8IFD, 8IFE, 8IVB, 8K2C, 8OZ0, 8PJ1, 8PJ2, 8PJ3, 8PJ4, 8PJ5, 8PJ6, 8PPK, 8PPL, 8QOI, 8T4S, 8UKB, 8X7I, 8X7J, 8XP2, 8XP3, 8XSX, 8XSY, 8XSZ, 8XXL, 8XXM, 8XXN, 8YOO, 8YOP, 8ZDB, 8ZDC, 8ZDD, 9BKD, 9BLN, 9C3H, 9G8M, 9G8O, 9IPU"
497,HNRNPL,HNRNPR,Q8R081,O43390,"3S01, 3TYT",2DK2
